Review Text,Review,Recommends
I Tried Pasta Basta from Alfresco Khilagaon Branch. Pasta was 9 out of 10 but the service by the waiters i didn't like. They looked so arrogant and irritating whenever i asked for something.,3.0,
Um sry. Food wasn't good. Chicken was bad. Rice was lil smelly. Overall it was a bad experience..,1.0,
good,5.0,
Worst food at good price. Waste of valuable time with money. Total loss.,1.0,
"quality is not good like before, extra service charge is not fair",1.0,
Alfresco must stop somkeing at the roof top place its annoying me...,3.0,
Worst pasta ! But pizza is fine compared to pasta that's why it deserves 2stars .,2.0,
Expirence wasn't so good.....food was okay......specially pasta was good A bit pricey,3.0,
Both pizzas r delicious... four season & barbie que...loved it,5.0,
Great teast as well as service just wow ...... keep it up,5.0,
Awesome evening but a little bit crowd Overall it was nourishing,4.0,
Pasta Zaletti is awesome here��� I love the place as well�,5.0,
this is good n I love this place so much.... :) :),5.0,
The Food quality and etmosphire both are awesome I really like it,5.0,
Italiano Pasta was jst awesome...i jst love it..best pasta ever!!,5.0,
Though the taste of their food is getting poor...�,3.0,
They really need to improve their service Very poor service.,1.0,
Not bad..Liked the weather...Can be better...Hope they will do good..,3.0,
"Cheap food, paid off, nice environment.",5.0,
Smoking should be prohibited on Rooftop. Food is 7/10.Service is good.,3.0,
Sandwich Pizza Ta Xoss ...��� Yummy Yummy ����,5.0,
I recently visited there...ordered pasta and that was horrible...they should work on it :/,2.0,
Envorment is good .... And yummy food 🍝🍖🍕🍔 ....,4.0,
Rooftop a somkeing place ta stop kora uchit because its irritated..,2.0,
Pasta was amazing. Just yummy. Waiters behavior is good,4.0,
Really awesome Environment and always <3 pizza,5.0,
Pasta basta is jst a bullshit....fried rice was nice...,3.0,
Very Nice Place. &&& Food Quality Is Very Good... I Like It...,5.0,
It was my favourite place and ami Akjon regular customer chilam ... koakdin age ami Rooftop a jeye boshi and Stuffs maybe change hoyeche so Khub Strange behave pai..ami Akta set menu and pasta Order kori ...Set menu Puratai thanda Chilo and chiken Thanda kath chilo...pore just chickn ta change kore dewa hoy..And pastay Chesse chara R kichui Chilona Kono meat Ba kicchu chilona ami jokhn Amr food gulo je serve koreche take dekhai tokhn She amk Bole pasta erokom e Hoy ! She n... Oidin er por theke Ami r Al fresco te jaina And kawke jetew Boli na ! But owners der Atotukui Bolbo khabarer Maan And Stuffs der Behaviour er doke aktu Kheyal koren plz noyto amr motot aro Onk Customer haraben !,1.0,
Pura e faltu... seidin rooftop e bosbo vebe frnd der niye gelam.. set A and B order cilo..onk late hoise khabar dite.. tao mana jeto food valo hole...!! Prawn er curry ettooo holud er smell cilo.. yaakk... r chawmin e n salt... ami bujhlam na cooking skill ettoo kharap keno... oder set menu er amount o kom cilo!! Price to aber onnanoder cheye high... ! Horrible experience,1.0,
place ... nice...but..বিকেলের দিকে গেলে couple বেশি থাকে তখন পরিবেশ family নিয়ে enjoy করার মতো থাকে না।lunch time এ গিয়েছিলাম.. তাই ভাল লাগলো। Set A order করেছিলাম। খাবারের test মোটামুটি ভাল ছিল... সালাদ টা তীতা আর Rice এর পরিমাণ খুব ই কম ছিল।Price & Vat মিলে অন্য restaurant থেকে অনেক বেশি খরচ পড়েছে।fry & chicken curry ভাল ছিল..,3.0,
"1. Chicken wrap shwarma 2. Pasta- Basta ভালোই ছিল, খারাপ না।",4.0,
2-3 bar dakar por ase order nite... 😑😑 Khabar taste motamoti chole type sei onujayi dam besi...,1.0,
ato baje khabar ami bohudin por khailam faltu bolleo bhul hobe mon thakte r ei faltu resturant e jabo na,1.0,
"Delicious Food. Tasty.... অফিসের সহকর্মী নিয়ে গিয়েছিলো এবং খাবারের স্বাদ দারুণ এমন-ই জানিয়েছিলো । শেষ পর্যন্ত, দুর্দান্ত অভিজ্ঞতা ।",5.0,
Pizza ta porai falto silo.. totally 580tk e waste holo.. Tobe pasta r experience valo...,2.0,
I liked their set menu b & also pasta.nice decorated plate & dishes was tasty,4.0,
It's a cool place to hangout N spend quality time . Good environment,5.0,
"Dhanmondi alfresco best,khillgaon er ta te 1st a taste vlo chilo,akhn ak dom baje hoye gayse,Akhn dhanmondi ta te shei taste paoa jay..",1.0,
Just love this place nd we get 7% discount every time coz we r regular customer,5.0,
Food is really good n enough.. But VAT rating is too high..,4.0,
Thank u sooo much .... :-) Kub valo Somoy katalam . Decoration n food onk valo chilo :-),5.0,
Great place to hang out with friends. Moreover the food was not bad at all. Actually it was quite better than many other pizza places...,4.0,
I just love their roof top and food is also good...,5.0,
good food for good people :) we feel better in here ..........hopes you will do ......,5.0,
The food was good so was the place but the waiters are just so weird.,3.0,
"Today i went to this place n orderd their so called pasta basta n lamonade :/ after giving the order i told the stuff that plz dont make it spicy bt when the pasta basta has come that was too much spicy n taste oh watever srsly very bad,, n second thing in lemonade there was jst mint flabour n nothing else i cant even feel anykind of lemon syrup or related anything. So atlist m not going this place again :/ jst for their bad food taste.",2.0,
The Pasta Al Fresco was horrendous. The cheese layer was untearable and the whole thing has left a very bad taste in my mouth.,2.0,
I kept going back for the food n decor....but yesterday i ordered red velvet cake n it was the worst....it was so hard that i could not even chewe it properly......but the set menu which had yummy yellow i loved it like heaven... Please work on that cake...,4.0,
"I dont know abt all of their foods, but whenever i think of Pizza & Pasta, two names come in my mind immediately- Al Fresco & Appliano. these two places are always 10 on 10. Yesterday we tried a Chowmin at Al Fresco- and it was .....what should i say ? Awesome, rocking.",5.0,
wrost food I have ever tested recently. Only coke was consuable.,1.0,
Best pizza � loved it.. and service was also good..,4.0,
"One of my most favorite restaurants. Delicious food, nice environment and most importantly awesome behavior of the staffs and authority. Keep it up guys.",5.0,
Seriously... quality of foods are getting poor day by day.that dish *pasta italiano* was simply yuck and the ingredients which is in soup were smelt very bad.will never go anymore,1.0,
Quality of foods were just disgusting...,1.0,
Ami ekhane onek age theke khai ...even bondhu birthday bah event hoile ei jaga astam celebrate korte... thik aj k o celebrate korte bondhu der sathe kintu tader khawar age moto r fresh na .... thai soup e mangsho ebong chingri theke emon ekta gondho pailam jemon mone hoilo fridge e onek din rakha ... jak r ami ei alfresco te asbo na ...,2.0,
Dont tell me about the swarma it is the wrost swarma i have ever eaten.fucking taste and also i order american chopsy its so bad to eat.I lose my money on this fucking Al Fresco.,1.0,
"I ate set menu. Test was mediocre. However, one year before, I also went there & enjoyed palatable dishes. I hope they will be careful about it.",4.0,
I love their foods ! It's a nice place! � Their pasta is a must to try! �,4.0,
"Taste of Pizza & tandoori chicken was yummy . Undoubtedly better than others , I went Jigatola twice and had satisfied experience . Well mannered staff ,environment & Nice decoration.",5.0,
Nice place for enjoying food with family n friends.,,True
"Worst experience i have ever had I have seen a little cockroach in french fries, we ordered the combo package which includes two burgers, french fries, milk shakes, garlic bread, after having two or three french fries i have seen this little cockroach and we wanted to talk with the manager but he was not there and we didn't eat rest of the foods, i 'll never go there for second time...",1.0,
It was so bad. I had bad stomach problems after having your food. And the taste was bad too. 👎👎👎,,False
Had pizza taste 9/10...chowmein with chicken and prawn taste 8/10...though I didn't had the food there bcoz I did take away but place and environment is very good... Main thing is that the restaurant is always open till 11:30.And u will get all type of food And quality is very good with good price,5.0,
"Very disapointed , pizza was not so good the size was too small , i ordered 8"" medium smooky chicken pizza but size was nt more than 6"" , m pizza lover nd had pizza in different places but nvr had a 8"" pizza so small, and the bread was so thick and less materials, bt the bbq wings were good, i liked that rather than pizza..",2.0,
Le pizzaria is a nice place with very nice decoration. Good music and all. Very well behaved employees.I am satisfied with its pizza's taste. It will get a rating of 8.5/10 from me in terms of taste. The amount of cheese is very low for me. I will suggest to go here if you want a delicious pizza.,4.0,
food was good. great environment for friends and family,,True
"Worst pizzas I’ve ever had in my life ! I mean seriously, u guys called them pizza? & those who’ve given 5 star ratings, have u guys ever tried pizza hut, dominos or atleast pizza inn ? Don’t confuse others by giving fake ratings, dats totally wastage of money. & Le pizzaria Stop posting totally thousands time different pictures of pizzas while promoting ur page!",1.0,
"good one, i loved their offers...",,True
"Worst pizza place ever, the guy who speaks on the phone to take orders cannot be more disrespectful and arrogant. They promise one thing and deliver something unexpected. And on the top they put the blame on customers for their mistakes.",1.0,
"#1_Star_Negative_REVIEW First the pizza was smaller than what they said it was, I was burnt on the edges. And it had hardly any toppings on it. We asked for extra bacon and did not get it. The waiter was not friendly at all...",,False
Alas! There is no 0 star! Worst behaviour! A lots of mosquitos! And pizza is not that good. 😠,1.0,
staff ar behaviour kharap....,,False
"I had their pizza once, it was real good.",4.0,
it taste is really good. I like it and love it. nice.,5.0,
"Thank you Le pizzaria Bangladesh, I have never seen such professionalism and immediate response in a long time. I complained only for a decent apology, but they returned so much love and food (a whole meal infact!) Thank you for being such classy gentlemen.. :) Best Of luck.",5.0,
"Interior was good but it was full of mosquitoes.It's better to chew peanuts in zoo than having pizza here.The softdrinks they served was pale,may be water was mixed with it.And last but not the least rather most important thing that this place introduced us with a whole new definition of chocolate lava cake! they served doraemon cake (which anyone can find in any grocery shop,10/- each) with chocolate syrup on it & named it chocolate lava cake....�����",1.0,
"very tasty food,cozy environment, well mannered employees...love the decoration.. nice place for hangout with friends and family",5.0,
Tasty food and good environment. Offer of pizza is reasonable.,5.0,
"Place: Good Behavior: Average Price: Average Taste: Good Its a place to visit with frdz, not for couples. ...",4.0,
"Bad experience!! Their medium pizza which they say is 8 inch, but when served it was 6 inch. Also the pizza was tasteless and it had little amount of cheese!! Never going back!!",1.0,
it taste is really good. I like it and love it. nice.,3.0,
"in just 1 word..... it has worst taste,I have ever experiencedd.....",1.0,
The Best Pizza I ever had. Whenever I go there i called them and order my pizza. Never got disappointed of their service. i love this place. Hope the Quality will be always good as like now.,5.0,
The pizza was really too good and cheesy !! Well mannered and good services as well !!,4.0,
"Le Pizzeria is best. R kono kothai hobe na. Service, price, place & test with all phase they r unbeatable. Keep it up.",5.0,
"Nice place,good food & refreshing environment.service was good also.loved the place & will come again In Sha Allah :)",5.0,
"Ordered food and made payment like more than hour ago and just now they are delivering. Totally unacceptable. I had to call them more than 5 times, sent a boy to pick up later. A service which is unforgettable!!!",1.0,
Their service was very good.But they should improve their pizza taste..There's no special taste on their pizzas.. They put very less chess on pizza..so they should think about the taste..,3.0,
Today we try BDT 199/- pizza... so delicious and yammey. Thanks for being on time only 15min. All the best :),5.0,
yummy food with good taste.specially their pizza���,5.0,
Really it was so more teasted pizza I love it very much thanks 4 that..,5.0,
"Worst pizzas! They doesn’t even taste like pizzas ! Don’t go there & waste ur money, because it’ll definitely result into making u regrets ! ����",1.0,
best pizza,5.0,
Worst pizza !! ... Too less cheese without any taste.. Forget this place if you want a better Pizza.,1.0,
Worst service in town...taste horrible... Pizza is not enough spicy and cheesy,1.0,
"Le Pizzeria is best. R kono kothai hobe na. Service, price, place & test with all phase they r unbeatable. Keep it up.�",5.0,
Not a good pizza place.... But their behavior is good.,3.0,
"Very good in taste! But, they should increase the quantity of cheese.. Size is also disappointed!",4.0,
"Tried almost all of the pizzas they had on the menu, loved each and every one of them!",5.0,
"I think they are underrated...Loved their maximum meat , spicy tandoori and margarita>>> ..... They really serve some quality piZZas (y).........",5.0,
I love just there pizza�� and 100% mind blowing there pizza��,5.0,
loved the pizzas and pasta .nice environment and a good place for family outing.,5.0,
Best pizzaria in town!!! ��� They even have boneless pizza,5.0,
It was good well environment & also well decorated � food was tasty & yummy �,4.0,
Pizza is fine but i ve the problem with the size according to the price its nt worthy,2.0,
"Dhanmondi branch: Poor service. Home delivery depends on there mode. Today's I called them to delivery but their feedback was "" lok nai sir, raining bla bla"" ( no rain � though)",1.0,
Worst pizza I have ever had....No taste & the price is very high.,1.0,
it's flavor not so good but not bad.................,3.0,
Food was mind blowing & tasty...great service..classy place....�,5.0,
"It is good indeed. I found it rational in different ways I.e. Food quality, behavior, interior design etc",4.0,
Experienced Worst service ever. Disgusting place.,1.0,
Nice pizza ....liked double trouble pizza..........,5.0,
This place is jst awesome���� I love their hospitality�����,5.0,
"Spicy chicken burger, must try with extra spicy",4.0,
Best pizza in town....well behave.... quick service........,5.0,
Worst pizza � in the town!!!,1.0,
yummy pizza,5.0,
I had been there twice very nice experiance indeed.,3.0,
Best pizza In Town.,5.0,
Worst pizza in town..........................................2 bondhur 1200 takar chuna Bollo pizza but dilo ata ta o abar kacha... Shalar dhandabaz Item: Pizza namok Ata Taste: 0 out of 10...,1.0,
"worst pizza ever :( amr mone hoi jara pizza kono den khai ni tara 5* dishea kemne man,size onujai tk onek beshi jei khane ono jaigai ei tk dea valo size er pizza oao jai like pizzainn then test er kotha badd ei dei,please keo ei pizza khea nijer tk nosto krben na,",2.0,
"নানা রকম অফার থাকে সব সময়। স্বাদ সার্ভিস পরিবেশ- ৭, ৮, ৮.",5.0,
"Just hate it...Rutir moto choto pizza 8"" naam die shob mile total 900 tk rakhse... Life a foul pizza dekhsi but etar moto dekhnai. Eto choto pizza normal ruti size er..eta kivabe 8"" hoy...allahhhh....amar mejaj etooooo gorom hoye gesilo.....faaltu faaltu faaltu...",1.0,
বাঙলা চিজের ইংলিশ নাম যে Adam cheese তা কিন্তু জানতাম না। খাচ্ছিলাম না লুকোচুরি খেলছিলাম বুঝলাম না। প্রতি পিস পিজায় পেপারনি খুঁজতে হয়েছে । মিডিয়াম বলে স্মল সাইজ পিজা পাঠিয়ে সারপ্রাইজ দেওয়ার পদ্ধতিটাও বেশ ভাল। খুবই হতাশাজনক!,1.0,
"Totally disappointed with the taste. Probably it's because of the offer, but it tasted horrible",1.0,
"I hate to give negative review, but your pizza is disgusting. Garlic Mushroom was good though.",1.0,
"The best Pizzaria in town. I visit this place or order from them at least twice a week, and am never disappointed. Love this place I hope the continue providing the awesome service and those brilliant offers 👌🏻🍕💯",5.0,
I like beef pizza. .....I loved it.....sure eat it,5.0,
"Love their baked pizzas, its reasonable and oven fresh than other places, only didnt like the fact that they havent improvise their washroom facility, which is limited due to their space. Hope they will work on expanding the space to improvise facilities.",3.0,
Best pizza in town!! And B&R is a tremendous bonus!,5.0,
Pizza was soo good and nice place..u must open brunch in dhanmodi area,5.0,
Best for pizza�✌ Comes again� need more item pizza� Let's go #la_pizzaria�,5.0,
They've a good ambience I must say. The service was fast and quick. The waiters were good at there job. But I didn't like the taste of their pizza and if you're not good at what you're offering then service and ambience won't do any good. There were sufficient amount of cheese but which tasted super crapy and I find the amount of onions were much more than the actual topping. I ordered the Family Size Double Trouble and Buffalo Wings. The wings tasted decent enough. So If before you visit this place give it a thought coz there are far better options. And Yeah The Pricing was okay for me not expensive at all and obviously affordable. Thanks,2.0,
In a word people will enjoy the food specially the pizzas are really delicious and quite different from other restruanant.....and I love the fraapee juice....,5.0,
The 199tk pan pizza offer makes me order 8 times a week! Never change!,5.0,
Nice..............................................,5.0,
Service quality was too much bad & pizza taste was medium not so good,2.0,
Today we try BDT 199/- pizza... so delicious and yammey. Thanks for being on time only 30min. All the best :),5.0,
any place which is liberal with their cheese is my favourite!!,5.0,
I went there couple of times and I am quite satisfied with the taste! Highly recommended for the people who like Italian food. And most importantly its reasonably priced.,5.0,
"As a pizza addict, I am happy to be able to try this pizza parlour. The taste is so good that i dont mind eating it all in one sitting so far this has been the top of my go to place when i am craving for some good ol' cheesy pizza. I recommend the triple decker which you will more cheesy and flavorful. Have tried both the chicken and meat and i gotta love meat more. ? #Bbcgfsdxb",5.0,
"I was in a mood for pizza today and wanted to try something new. After having received the ad cut menu on my door a month ago,B.B.Q Al Pollo pizza was on my mind. So decided to try it out today. Tried out the cheesy pepperoni pizza along with chicken wings. The wings were delicious, sweet and mildly spiced. The pizza was very tasty, had a lot of Parmesan, cheddar and mozzarella cheese flavour accompanied by pepperoni. This was fully satisfactory meal. Wouldn't hesitate to come back again.",5.0,
took the unlimited pizza+ drinks offer. very fast serving + lots of cheese + great test. definitely will recommend.,5.0,
Best pizza in town❤️,5.0,
"Got 2 pizzas an hour back through foodpanda. I must say I'm very disappointed with the amount of toppings you guys have given. The small squared slices of pepperoni was insignificant in the family sized pizza in comparison with the 900+tk you guys charge for one! But the amount of cheese surely covered the empty areas; no doubt about that! I'm sorry to say, but I'm never ordering pizzas from you guys.",2.0,
I must say Premium Tiramisu cake is one of best flavour I have ever tasted.Wanna buy it again & again ❤️,,True
"my daughter's bday cake was so delicious, beyond our expectation. of course nicely decorated too",,True
"I ordered a 4kg rainbow cake for my Office Promotional celebration and I got seriously ashamed because of your cake which tasted really bad.. The food color was too much, the cream didnt blend well...over all it was really disgusting. I spent 7200/- just to buy some criticism towards me... i will never ever buy anything from you.",1.0,
Everything is great. Always improving and introducing new stuff. love the cookies.,,True
"Yesterday, at the Gulshan 1 branch (opposite to DESCO office) of Coopers, I found the bakery section infested with insects. Instead of removing the contaminated food, the staff was busy in removing the insects after I showed that to him. It was a very disappointing experience. Please take prompt action.",2.0,
"Team Coopers, I honestly could not have been more pleased with the way the design turned out. I came to know from my friend that you were dedicated and worked hard. Anika and I want to thank you for the beautiful cake you created for my mother's birthday! 💟",,True
Cooper's is always good.....but somehow the delivered a burnt cake on my sons' birthday last year and the red angry bird was PINK!,3.0,
My daughter's 1st birthday cake. decoration was absolutely perfect & the test was too good. thanq cooper's,,True
Can i get cake at chittagong I am lover of yr cake Need at 25th February. Pls let me know,5.0,
they behave like stupid... and their services is not that good..,,False
It's a long journey and really an awesome journey with cooper's..,5.0,
one of the best bakery in bd.they change my test.all flavours of their cake too much yummy & tasty,,True
Why on Earth was Chittagong's one closed down? -_- Are you people insane,3.0,
"I got delicious chocolate cake with beautiful decorations, I was so yummy , it was my daughter’s first birthday cake 🍰",,True
just love the cake .......yummy ......best cake allover in Bangladesh ....,5.0,
The handwriting on the cake is really disheartened. How can I put that on someone's Birthday?,,False
Cooper's bakery foods just yummy & awesome.. i loVe Cooper's cake.,5.0,
best bakery in Bangladesh...,,True
cake & other foods just awesome. well done and keep it up,4.0,
The Best Cake in Bangladesh i must say 😘😘,,True
Awesome akta cake khelam. Tnk to coopers,5.0,
it's my son's birthday.. cake is amazing.,,True
Best Cake. I love it.,5.0,
best cake in Bangladesh ❤,,True
its awesome!!!!,5.0,
Birthday Cakes and pastries,,True
love the black forest cakeeeee!!!!!!!,5.0,
maintaining quality since the beginning,,True
Talha like this cake most 😍,,True
I just love COOPER'S forever,,True
#thanxcoopers for such a special things #lastyear #daughterbirthday,,True
👌👌👌 👍👍👍 ✨✨✨ ❤️❤️❤️ 🙏🙏🙏... 😇😇😇 🍴🍴🍴 🍰🍰🍰 🍪🍪🍪 🥇🥇🥇,,True
need photo birthday cake latest .....for wari branch,,True
"It was a great experience . The eatery, The food was awesome. Lots of variety. The dessert was amazing. Stayed at 19th floor. Had a view of Gulshan Ave.",,True
A great property with world class service and delicious food.,,True
"Excellent Food, Excellent Service, Nice Ambience. It was my Wife's Birthday, so decided to had our dinner at here and got the window side table on 24th floor., Sunday, cuisine was Continental and Indian. We tried the continental items, and all the items were very good. The place is spacious. The dessert section was good too, especially their chocolate moose cake and another crunchy item, can't remember the name. Overall experience was very good, will come again.",5.0,
"Beautiful ambience, Tasty food range and great view from 24th floor. All the waiters are very well mannered. This is my 3rd visit and It has already become my one of the favorite place to be ❤️",,True
"Like every year, came for iftar but could not find space at tower so called in a request to get space at the residence. On arrival we were very sad to see that there's no Cream Brulee served at the desert section. I casually asked the waiter about Cream Brulee & to my surprise he had called out the Pastry Chef Ms. Rishta who very politely asked for 5 mins. To my delight, she turned up with an amazing golden hued Cream Brulee! It was AMAZING! Absolutely delighted by the service and their readiness to go out of their line to serve Customers. Thank Madam Rishta. The cream Brulee was amazing :)",5.0,
The view of the hotel from 24th floor is awesome. Well mannered waiters. Food quality is great. Healthy & tasty food. Nice environment.,,True
"Went there a week back for Iftar, very limited items were served (was quite surprised to see) and they were not refilling properly, some items were served after around one hour of Iftar. Dessert section was most shocking, I found nothing to take on my plate! It was anything but a five star standard where as they charged us the highest for Iftar in Dhaka!",1.0,
"good food with variety, well mannered waiters, good service quality, quiet place, food lovers must like the place.",,True
They didn’t mentioned any card serial numbers on their online promotions of BOGO OFFER.... asking for visa platinum debit cart they told that yes it’s available on it.. but after having lunch they said they have few serial numbers of cards only which can avail this offer.... this is totally harassing for a visitor who visited there after watching their promotions offer....,1.0,
"Delicious food... Great ambience, nice view of the city and excellent service.",,True
"We went there for our anniversary dinner date.. As it was on Wednesday, we availed the opportunity to enjoy ""Sea escape"" where there were many mouth watering sea food dishes.. We found grilled Pomfret quite delicious.. the lamb dish was the best among the main courses.. Desserts were good too.. We both loved the apple pie.. The staffs were very welcoming and Overall the ambience made our dinner date more pleasant..�",5.0,
Excellent service..splendid environment..enjoyed thoroughly..,,True
"Went there for the iftar buffet. Was decent enough. I liked the maki, red velvet and mahlabia. Rest were rather mediocre. Had the buy1 get 3 offer so it was okay for the money. But its not worth it to pay the full price.",3.0,
Its not for food lovers...Less buffet Items....Less tastes.....Less hygiene....I found hair in vegetable.....,,False
"Such a Waste of Money in their Iftar and Dinner Buffet , Food was cold late refile , no good taste of anything . Bad People Management as well it was like fish market .",2.0,
"A very splendid place with great food and an excellent customer satisfaction service. Perfect & wonderful place to charm, organize and perform meetings. Simply the best... 👍",,True
Worst service ever! We bought 2 coupons for the ‘boishakhi food fair’ on pohela boishakh and when we reach the restaurant (26th floor) they kept telling to wait because they were gonna shift it to lobby. We complained and they reluctantly served us food some food and kept us waiting for our remaining food while not even giving us any importance that we kept waiting (even though the food was ready). We got so annoyed we left without even eating. Waste of 1000tk coupon. Worst service and unwelcoming looks from the waiters as we waited for the food. NEVER going back,1.0,
excellent food environment is very good... service is excellent..,,True
"You should look to provide better deserts items. And during season in Bangladesh, mango should be a regular fruit item. Very good food.",4.0,
Great food. Good city view,,True
"I am very impressed by the friendly staff who are eager to help and make my stay pleasant. This alone makes the hotel the best hotel I have stayed at in my various regional travels. Good service, friendly smiles and great attitude. Love the hospitality. I will definitely recommend this hotel to all my clients and friends from Singapore!",5.0,
Delicious food 🥘 Have swimming 🏊‍♀️ facilities on rooftop !!,,True
"Not the best value for money. Considering the cost and the variety of food provided, it is below satisfactory.",3.0,
Best selections of service ♥️,,True
Very bad service. Food quality was extremely bad. They provided wrong information regarding buy 01 get 01 offer so we had to expense more.,2.0,
Their food is just awesome...,,True
best iftar i hd in recent time.....best thing was that it was not cramped up by the tables.....will be going soon again inshallah,5.0,
The location/ food & arial view was so nice,,True
"24th level Sky view Restaurant in Four points by Sheraton hotel Gulshan Dhaka. Nice entrance with swift lift. Awesome food, varieties of food corner, unique food teast. Me and my wife enjoyed the food and view points. Price is reasonable and suggested everyone to come and taste..���",5.0,
Nice place with some exclusive food items,,True
Superb food ... great ambience and nice view of the city..,5.0,
Stayed there in a suit for couple of nights. It's good. Will go there again.,,True
Superb. They are wonderful.. The place is like just as you desire. Foods are very very delicious.. Especially the Squid..oh! You will love it. Staffs are very professional as you won't feel bothered even for a while either. And everybody please try the rooftop. It's awesome.,4.0,
Excellent service our largest Marriott hotels company in the world. I'm very Proud of feel as team member in this company. Thanks. -------------... Team Engineering - Four Points By Sheraton Makkah Al Naseem.,,True
Food was too awesome... everyone must try..all the sushi and sea food item was so good. And the pastry also awesome..,5.0,
Recommendable.. liked the ambience,,True
Very cozy and food not that delicious as expected,3.0,
best couple place in the city 👌💙,,True
The chef for this hotel is very creative. The Food and presentation was great. Definitely a place to stay if you visit this area of the world.,5.0,
Wonderful place I love it,,True
I guess it’s the best buffet in the town right now....the quality of food has improved since inception. My parents enjoyed the food and also the environment.,5.0,
Best Steak so far in Dhaka !!! wants to eat more and more......,,True
We went to Four Points for brunch yesterday. Loved the choices of breakfast and lunch menus. Food was nice and the place beautiful. Helpful staff.,5.0,
"Loving their concept ""comic brunch"" My son enjoyed a lot.. Thanks for this new thing..",,True
Need to improve food quality & taste...,3.0,
It’s a place combination of luxury stay with family gathering at lovely restaurants with varieties of choices.,5.0,
Their service is very standard. I enjoyed their blue brunch. Lot of foods and most of them are very delicious. Staffs are well trained and well behaved. Ambience is awesome.,5.0,
The Food was delicious with an amazing ambiance...,5.0,
"1st time visit here, great environment, delicious foods, just one word awesome ��",5.0,
"_.i._ ( ) | | | | ._.i._ _.| |.__("" "")___... Assalamoalaikom. Best Wishes for you, Regards; Mohd.Nasir Uddin Chef (Middle Eastern,Lebanese,Turkish,European Culinary Art) Doha,Qatar. Cell : +97430258407, Now Living City's of Chittagong,Bangladesh +8801755445594, +8801819127705- (imo+whatchapps). E-mail: nasirchefbestwestern@ gmail.com",,True
Nice place...all the dishes were awesome...�,5.0,
Good business hotel to stay,,True
Food & Services are good!,4.0,
the refreshment places in Dhaka,,True
Excellent hotel with good service. Specially good service is in lobby cafe bar providing by Mr . Rakesh .Really top class.,5.0,
Good Food & good accommodation.,4.0,
"Believe it or not...all the staff are very friendly and helpful...Really,I feel they are like a family and they are a good team...Wish,they can continue...!!!",5.0,
Food quality are very good.,5.0,
Wonderful interior. Awesome infinity pull ( little one though). And food was tasty.,5.0,
Excellent,5.0,
Went to celebrate my Wedding Anniversary with family....it was so nice to experience it...lovely food....beautiful open area and Awesome Pool......and Service was superb Specially Ankan’s service was great including Complementary Wedding Cake ....It made the celebration Complete.,5.0,
It's A Big Commercials Specific hotel of International,4.0,
Very good atmosphere and service.,5.0,
Service at the desk and at the restaurant were 100% terrible!,1.0,
"I had their dinner buffet . I loved the food, the attitude of the staff and the ambient. I had a good time and I will definitely visit again.",5.0,
Excellent. . .👌👌👌,5.0,
Amazing service,5.0,
According to my daughter Space at Eatery Restaurant was less compared to Le Meridien. No nuts were available. Continental foods were tasty. Live station needs improvement.,3.0,
"Nice place to stay in Dhaka.key location,good food,",4.0,
I absolutely loved the food and the environment! Super highly recommended!,5.0,
"Absolutely impeccable service, together with a great location. Amazing hotel with the most amazing staff and service,",5.0,
Ami akhana jaita chai but amer husband nai nah khub kharap laga abality thaktao pari nah,4.0,
"Had a buffet dinner at "" The Eatery"" on Dec 11. Good Food, Great Ambience and Excellent Service by the staffs",5.0,
Four Points by Sheraton Dhaka is swept. not better from Le-meriden. it's no courtyard. it's not better for me I ween.,3.0,
Love it �,5.0,
"Cramped inside , parking inadequate, otherwise nice hotel.",4.0,
i loved it.,5.0,
It's a nice place to stay. Food is nice. I like this place.,5.0,
হাই,5.0,
good,4.0,
sea foods are awesome I want to try it again ����,4.0,
Superior..,5.0,
wow...,5.0,
Awesome Service..food quality superb and i wish to going again..in sha Allah,5.0,
Not bad...I liked the ambiance ...kinda cozy......,4.0,
��,5.0,
The food was very good! I loved all the items!,5.0,
"Nice place indeed, loved it to be here. Nearly all possible facilities are available here.",5.0,
Good food good environment and superb skyline view of Dhaka... The quality of fish in fish & chips needs to improve though..,5.0,
I just loved the ambience and the service of the staffs.They truly make u feel special.Tge Argentina Restaurant at top floor has the best steak.and the buffet at 24th floor hast the best sushi and salmon sashimi.���,5.0,
"I have been there several times..n i must say i have always loved their cuisines, dish selection,presentation and most importantly taste of food....it has been an utmost satiating experience evrytime....",5.0,
"Variety of food, excellent service, friendly environment, in a whole spent wonderful time at four points with friends",5.0,
Awesome food ... the steak.. the sea food thermidor.. the lamb dishes... just awesome...the desserts were too good.. nice environment and good service . I will go there again :) ....,5.0,
Most of the items are customary...... More food items should add.....,5.0,
"I have tried their blue brunch offer. Every items were perfectly cooked. Staffs were taking care of the food section every time, that gives a good impression of a classy restaurant. The desserts are really good. I highly recommend to have their salads, fish, mutton steak and beef steak. I can't wait to share the wonderful eating experience with family and friends .. Please try to not waste food. They refill food time to time . Foods were excellent, environment was tremendous..., service was remarkable. I personally feel so bad when foods are being wasted.",5.0,
Good food. Professional staff. Nice ambience. Worth going back.,4.0,
It was awesome...Food was good... behaviour was good.Thanks once again...,5.0,
*___*Delicious Food*___*.My prince very enjoy there .Swimming pool is Excellent..,5.0,
Food is excellent sushi lovers can enjoy very much Variety of deserts are awesome But little expensive,5.0,
